"","WLA_08_info_acquire","WLA_09_collab_solution","WLA_10_collab_ideas","WLA_11_dev_field","WLA_12_new_tasks","WLA_13_advice","WLA_14_self_study","WLA_15_copy_strategies","WLA_16_trial_error","WLA_17_reflection","WLA_18_feedback","SRL_F_19_personal_standards","SRL_F_20_long_term_goals","SRL_F_21_goals_time_learn","SRL_F_22_deadlines","SRL_F_23_question_self","SRL_F_24_dif_ways_solve","SRL_F_25_past_strategies","SRL_F_26_spec_strategies","SRL_F_27_apply_learned","SRL_F_28_learn_new","SRL_F_29_learning_important","SRL_F_30_difficulties_calm","SRL_F_31_problem_solutions","SRL_F_32_handle_whatever","SRL_F_33_job_exp_future","SRL_F_34_self_goals_set","SRL_F_35_job_demands","SRL_P_36_plan_learning_goals","SRL_P_37_rel_learn_now_past","SRL_P_38_change_strategies","SRL_P_39_make_notes","SRL_P_40_meaning_signif_info","SRL_P_41_organize_time","SRL_P_42_rel_knowl_now_past","SRL_P_43_collect_info","SRL_P_44_ideas_prev_exp","SRL_P_45_resources_start_pt","SRL_P_46_play_ideas","SRL_P_47_alt_ways_tasks","SRL_P_48_ask_help_colleagues","SRL_P_49_identify_colleagues","SRL_P_50_lookup_unsure","SRL_P_51_knowl_gaps","SRL_P_52_challenge_job","SRL_P_53_opportunities_learn","SRL_P_54_taks_curiosity","SRL_SR_55_task_done_well_learned","SRL_SR_56_dif_ways_task_done","SRL_SR_57_things_learned_finish","SRL_SR_58_big_picture","SRL_SR_59_things_learned_team","SRL_SR_60_new_info_impact","WLC_61_job_creative","WLC_62","WLC_63_spec_abilities","WLC_64_vary_ways_work","WLC_65_high_degr_competency","WLC_66_learn_new_things","SE_67_goals_assigned","SE_68_schedules_deadlines","SE_69_new_work_methods","SE_70_work_all_energy","SE_71_finish_all_work","SE_72_collab_home","SE_73_good_rel","SE_74_diverse_people","SE_75_work_team_easy","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","lag10","lag11","lag12","lag13","lag14","lag15","lag16","lag17","lag18","lag19","lag20","lag21","lag22","lag23","lag24","lag25","lag26","lag27","lag28","lag29","lag30","lag31","lag32","lag33","lag34","lag35","lag36","lag37","lag38","lag39","lag40","lag41","lag42","lag43","lag44","lag45","lag46","lag47","lag48","lag49","lag50","lag51","lag52","lag53","lag54","lag55","lag56","lag57","lag58","lag59","lag60","lag61","lag62","lag63","lag64","lag65","sum.abs.ac","max.abs.ac","max.ac.lag","n.failed.ac","percentile"
"1",5,5,5,5,3,4,5,3,3,3,2,5,4,2,3,2,2,3,4,3,5,5,4,4,4,4,4,3,1,2,3,5,5,3,4,5,5,3,1,2,3,3,3,3,3,2,2,4,3,2,2,2,2,4,3,2,3,5,5,4,5,3,3,4,2,1,2,2,0.496367348611531,0.101071684955296,0.0963096699763228,-0.0395824031774218,0.0101728526566402,-0.0466451298738976,-0.373765365404233,-0.351196244966205,-0.0345212617816475,0.0972064956028546,0.152493456057499,0.0961943150622979,0.0170213411190201,-0.0162248290464235,0.0410636098840107,0.00494030469863877,-0.0484521216059154,-0.0537336631845411,-0.113459497854751,0.00632402412461957,0.131391026923639,0.14883095298108,0.2246678090444,0.183946123938653,0.108867809262789,0.153123216322404,0.0597739305800766,0.0248372049118544,0.0213730734912642,-0.0749372193645597,-0.0364997817744009,-0.00710202912653227,0.113415638862799,0.0908787220788101,0.176352320777821,0.417539916147305,0.318783544595631,0.131789594201025,0.17436860444921,-0.019184707441917,-0.0853253902077504,-0.0182662431863308,-0.460640346394244,-0.632245788716528,-0.361529490231045,-0.149607041266848,-0.182008814293609,-0.133046800561894,-0.171601618245911,-0.198332207005479,0.220654592403246,0.293607406567589,-0.118216560935865,0.116543309349613,0.286914903947836,0.356348322549899,0.884257990568378,0.644152557850019,0.225188674555522,0.57788411143885,0.713199723887949,0.231455024943138,0.102062072615966,1,1,13.9774978376434,1,64,0,70
"2",5,4,4,3,3,3,3,3,1,2,3,5,3,2,4,2,4,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,2,2,2,3,3,3,3,3,4,4,3,5,5,5,5,5,5,5,5,5,0.536702127659574,0.373348413854378,0.314595508189112,0.205499563416885,0.228120247710582,0.0924727040278995,0.0115122370206753,-0.201973075410114,-0.10087996090049,0.000842374193795792,-0.210903550413202,-0.362249157335593,-0.270284107270314,-0.246600438081071,-0.297744943481282,-0.192553129261423,-0.302021611185472,-0.301424532519276,0.0715578261866145,0.240405563300024,0.120433305668848,-0.0396124965004976,0.0353525109715686,0,0.028404691728394,0.0892637342349961,-0.101401988821464,-0.171495153901246,0.0309227822859674,0.157431268290152,0.0494278713376612,0.0815429215971969,0.149439022778602,0.110588520180384,0.215247205635587,0.139620550963532,0.0259844775151987,-0.0160034821304936,0.160019316712982,0.557978972428328,0.399192982772484,0.468457305622413,0.42787115222952,0.262274874427761,0.386131667366877,0.221525774696423,-0.0790063126539933,-0.141927825293537,-0.13303990715896,-0.116789441216912,-0.338217033488871,-0.427900212139812,-0.44009911496157,-0.481188839983346,-0.453764850406742,-0.490511471587973,-0.55184144960962,-0.606623313973396,1,1,1,1,1,1,1,20.2682248746911,1,59,0,70
"3",5,5,3,2,3,3,5,3,4,5,3,5,5,5,5,5,4,4,3,4,5,5,5,4,5,3,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,4,5,5,5,5,5,5,5,3,3,5,3,0.245742141382476,0.115263290260155,0.0983385373604125,-0.132701430619433,-0.0369468348092907,0.0215863201118027,0.01671494497691,0.0350733670129523,-0.0706765303471989,-0.166799458355122,0.152331753250405,0.0867074328571311,0.129258482772926,0.25349715352558,0.198076926575351,-0.0294687660402706,-0.190482201458699,-0.127370450528167,-0.226707959614903,-0.0706580141378098,0.132489344076368,0.217496137777918,-0.0606884710812555,-0.112196865484632,-0.181753623967826,-0.159727500227867,-0.102775957855153,0.218225289208301,-0.0204515085887385,-0.12978368044985,-0.241807319391016,-0.25168847072383,-0.0572134984855079,-0.0303284041045528,0.0711786709512227,0.037424059428256,-0.0972762181129132,-0.227173406244357,-0.163016145879069,-0.178675093537296,-0.319172526811287,-0.173677439608023,-0.0692854966641995,-0.265165042944955,-0.173999559201675,0.301980502855054,-0.133440128170906,0.173193053879065,0.321746991843845,0.269679944985297,0.225588652042867,-0.336670086508386,-0.441191909564656,-0.162834736819732,-0.301485440428519,-0.558621834722205,0.229237325154044,-0.324176359389243,-0.223606797749979,0.435744670330595,0.284267621807481,0.74535599249993,-0.0680413817439772,-0.333333333333333,0.5,12.4672684906322,0.74535599249993,62,0,14
"4",4,4,3,2,4,4,3,5,3,4,3,5,1,1,3,2,3,4,1,4,4,4,3,4,5,4,4,4,1,5,4,4,4,3,5,2,5,4,5,5,5,5,4,4,4,5,5,2,4,3,4,4,4,3,3,3,4,3,3,5,5,4,4,5,4,4,4,4,0.0477694433478089,0.192377131394183,0.156033359316018,0.0848486868026244,0.136293792539401,0.0115358162902382,0.0840408186264407,-0.135813494224595,-0.0373174328050711,0.210356404214848,-0.245919519617275,0.00946586826304933,-0.0493415974212294,0.0168982577104666,0.195206189107905,0.0183847751759876,-0.0833910552043229,-0.101952792383191,0.126133627741938,0.145858579708995,-0.0934198732993828,0.0895986848787214,-0.0498797516677701,-0.262087394176625,0.13472571994117,-0.210488254925286,-0.0620270127826709,-0.377253759479299,0.196643385395849,-0.0273351020196107,-0.0548219142988027,0,-0.114810422044666,0.168141856280034,0.184510207051507,0.108134121594735,0.160859879881903,-0.0478741707955625,0.371717896768461,0.22234149809386,0.246209224557327,0.00172603484102425,0.0433877930791765,0.0828590961599841,0.079035051169717,-0.155251141552511,-0.486904260782143,-0.355227737264631,-0.109414658648296,-0.265197417652718,-0.200398223250509,0.255938542807277,-0.11527333610273,0.0237674559936861,0.209215304820283,0.0510642921188165,-0.616952697239124,-0.0416666666666667,0.377964473009227,-0.421075960533259,-0.240192230707631,0.29277002188456,0.375,1,1,12.0721011681128,1,64,0,70
"5",5,4,4,5,3,4,3,3,3,4,4,4,3,1,1,5,3,1,3,5,5,5,5,4,4,5,4,3,1,4,5,1,5,1,5,5,5,4,3,4,5,5,5,5,5,5,5,4,4,4,4,4,5,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,0.257617728531856,0.176181928312104,0.146024915015784,0.147425605508198,0.213466448704091,0.0221161434716514,-0.0632655439925696,-0.194273494855901,-0.0725598976769326,0.118189892538127,-0.00415844160516847,-0.140882975687863,-0.162848070848355,0.0974925898967973,0.21163565078265,0.123249669588873,0.100084981645312,0.0139090685242018,0.178543062638105,0.369862962201747,0.251332955670961,0.181744071710786,0.186017111361796,0.0692988340569254,0.246126856879013,0.0135552468564529,-0.0132731026340441,-0.282118830608668,-0.147873025487244,-0.171582811160789,-0.176755291673432,-0.129829710184832,-0.196536534624126,-0.138997321824748,-0.107727707880047,0.100335009313598,0.263395663159173,0.0369711663396483,0.265988194842345,0.49069707082488,0.37690326977403,0.4643716858219,0.310720395312837,-0.0235310402667506,-0.0808405188121972,-0.0721775949281022,-0.1187696830085,-0.196028890979261,-0.163609323007635,-0.291605921759902,-0.413318972624562,-0.169079166182061,-0.593683553879548,-0.4209091647412,-0.324654734855525,-0.511890696888991,1,1,1,1,1,1,1,1,1,19.8160402019628,1,57,0,70
"6",5,5,4,2,4,4,4,4,4,4,4,4,1,1,1,4,4,2,2,3,4,1,5,4,4,2,4,4,1,4,3,2,4,5,5,5,5,5,4,4,4,5,4,4,5,4,4,4,3,2,3,3,4,3,4,3,4,4,4,4,4,4,2,4,4,4,4,4,0.285057976006473,0.127950838986902,0.126048779432849,0.162840102782685,-0.00958077547466159,-0.0275704653272649,0.184305568311826,-0.0858551890641076,0.0191446607985697,0.00325381265587387,0.0547699279163904,-0.178094355456291,-0.151247552886423,-0.0379405983915306,-0.0652998645862043,-0.212824985222973,-0.129491474949117,0.0166921881312345,-0.136354029921621,-0.252140819111397,-0.200982449685153,-0.0648142824969845,-0.2343811521036,-0.163388037226085,-0.0037645095598317,-0.13651079802671,-0.166324543627412,-0.0173032539787513,-0.135836051157835,-0.037565704765663,0.0217110685188232,0.196586732578736,0.0512432101392112,0.402451171598894,0.332625674117899,0.456252772659691,0.539134060053933,0.0424225855046103,0.0361648372660546,-0.103038824394719,0.262943773434061,-0.113255706804006,0.0402614502918743,-0.0154010275908424,-0.0132543695998033,-0.157294640591015,-0.289318781178922,-0.0765779786961914,-0.14859733353256,0.173116778390324,-0.29188188614745,-0.105762386161725,-0.291376247331201,-0.236550806705463,-0.215561995459146,0,0,0,0.866025403784439,0,-0.440958551844098,-0.447213595499958,1,1,1,12.7943183979181,1,63,0,70
"7",5,4,3,3,5,5,2,4,2,4,5,4,1,1,3,4,4,4,5,5,5,5,4,3,4,4,4,4,1,2,5,4,4,3,5,5,5,4,4,4,5,5,5,4,5,5,5,4,4,3,4,4,4,3,2,4,4,5,4,5,5,3,3,5,3,4,4,3,0.315357769062439,-0.0474253399184303,-0.0737761990167867,0.0777220143946202,0.160022954190795,0.0359071027196035,-0.236516429226784,-0.327755938002378,-0.156196958409599,0.0874616510988096,0.0555030229805302,-0.192768705374215,-0.219459811581342,0.00280061508261563,0.292429379945023,0.273232787072515,0.00340227911091034,-0.227900448068348,-0.0965403868406053,0.239056884851269,0.221037074528576,-0.0424216178466174,-0.105542999388841,-0.12733117654582,0.318363940154788,0.236058645701712,-0.0651468429933937,-0.395896130481255,-0.287884717787427,-0.0810573329283293,-0.143586465213243,-0.340426483205514,-0.226434486956914,-0.222506101719986,-0.0242730022076684,0.155160777941882,0.0528450027008368,0.0240073406226217,0.155937132595926,0.201052572723087,0.539359889970594,0.233713176221401,-0.17027458838176,-0.2512129372072,-0.102128584237633,-0.0298057628217792,-0.147521489716101,0.0771893743114077,-0.133702238798734,-0.0264906471413009,-0.191223510106917,0.0704107539899084,0.0108109687516103,-0.0637576713063338,0.308043034248309,0.286909520878502,-0.574456264653803,0.186050863859825,0.513264902574737,-0.0357828133482257,0.0996270962773436,-0.16609095970748,0,-0.301511344577764,0.866025403784439,11.9335703180652,0.866025403784439,65,0,28
"8",5,5,5,5,5,5,3,4,5,4,4,4,3,3,4,3,5,5,3,5,5,5,5,5,5,5,4,4,2,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,0.43854748603352,0.223529411764706,0.176172833959055,-0.0728390698232398,-0.0549653844494877,-0.0865133818544015,-0.197577276524645,-0.192348796869946,-0.200437655955994,-0.246974550158046,-0.241617133412265,-0.209609415855818,-0.0298310381994485,-0.00579578907645535,0.118701924400823,0.149163721145757,0.0131112199742196,-0.0330589802453643,0.0198259261769586,0.099705165802155,0.27641384480546,0.381806675269727,0.229448548290737,0.0745779851500636,-0.195806888897561,-0.24368389842623,-0.273155466857908,-0.34175337130066,-0.335532870926362,-0.230658352395627,-0.147589386458431,-0.0634201992205992,-0.0742029910637623,0.0924585220407762,0.0494047406871736,0.339148208680623,0.68660823047201,0.375294469739399,0.38351787931092,0.199143468950749,0.0291479820627803,0.101176470588235,0.087065754143374,-0.0554120572037432,-0.0758534706748315,-0.231297988113193,-0.261426375869001,-0.575416091997579,-0.566946709513841,-0.147894773329307,-0.247582025133489,0.0877433070861185,0.43866924171263,0.0996270962773436,0.150482316357211,0.233549683248457,-0.219264504826757,0.301511344577764,0.883883476483184,-0.203653269990639,-0.166666666666667,1,1,1,1,16.9682227664832,1,62,0,70
"9",5,4,3,4,5,4,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,3,3,3,4,4,1,5,4,5,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,5,2,4,2,2,2,4,2,2,4,4,4,5,5,5,5,5,3,5,1,2,0.392641039704023,0.251181044055941,0.171622779177133,0.0704884222924287,-0.061810587745785,-0.103510787922228,-0.298186992772595,-0.326802884420638,-0.272428821728171,-0.273598398605074,-0.206221680823974,-0.0691849722849518,-0.177718042286821,-0.0845504000363057,0.211731244284176,0.234983702576405,0.0226546829578008,0.0707331852407579,-0.120988840082947,-0.0162129819706523,0.0899097109117645,-0.00130037884741687,0.0494727444918154,0.0614078402974473,0.0101661699387587,0.366849108797188,0.335424953494814,0.203706300112657,0.245237549587965,0.196938234812838,0,0.021217479838255,-0.0501852348233382,-0.275678885259624,-0.434331689181414,-0.189801531073703,-0.457117589332402,-0.256659263265814,-0.283541953869194,-0.412376655261422,-0.00749279165537969,0.155549180842847,0.148495378443187,0.449991569911639,0.486113857627578,0.218876724878561,0.245603441158536,0.423701713065901,0.332496336825069,0.0463738895760168,-0.0598050360401733,-0.0955724249874193,-0.170993746628754,-0.390430032531248,-0.442231994258226,-0.45,-0.154266253351395,-0.319801074533416,0.335410196624968,0.645924564516908,0.431234408128686,-0.0754493182241785,-0.200445931434318,0.478091443733757,0.720576692122892,14.8635027652677,0.720576692122892,65,0,12
"10",5,4,3,3,4,4,3,3,3,4,2,4,1,1,3,2,4,4,3,3,4,4,4,4,4,4,4,4,1,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,3,2,2,3,3,3,3,3,4,4,4,3,3,3,3,2,4,4,4,4,0.319233761152745,0.203735209140565,0.0999903228073857,-0.115291440647586,-0.0528400250467324,-0.116179611299245,-0.1648599285658,-0.213908799344002,-0.0335028772669393,-0.0436185784920402,-0.119549171778905,-0.17925260124093,-0.0844695287471893,-0.201762209445607,-0.0641701262970126,0.214881702169432,-0.136742081227405,0.0369835254541153,0.0498764921950633,-0.0199651579263715,0.104827938854392,0.129265601085473,-0.0150078436479947,-0.0263922660549595,0.0996890216873407,-0.0867048492923677,-0.314267928594128,-0.441183703021314,-0.36465270401797,-0.289562340922988,-0.0869085227555084,0.0951367562959534,-0.0497180283036314,0.242133317697645,0.498771664583599,0.0747756501105966,0.224407770216117,-0.0140876125031199,0.122201062652026,0.321750488639443,0.253030413673737,0.179664450818771,-0.0137275692220191,0.0147575690382985,-0.0186164945611361,-0.121604854320016,-0.0381361923554732,0.10181885500292,-0.119002138590427,0.0133428249403965,0.027277236279499,-0.419259403484237,-0.0802787838498595,-0.495309064735855,-0.225892983449357,0.169030850945703,0.128965176043832,-0.0909090909090909,-0.405553552826906,0.032258064516129,-0.0400320384512718,-0.476330511622467,-0.801783725737273,1,1,12.3388400665563,1,64,0,70
"11",4,5,4,4,3,4,3,3,4,4,4,5,4,2,3,4,4,3,2,5,5,5,2,3,4,5,5,4,2,3,4,4,4,5,4,3,5,3,2,4,5,4,5,5,5,3,3,4,3,2,3,3,4,4,3,4,4,5,5,5,5,4,5,5,5,5,5,5,0.370991544416871,-0.040885210633085,-0.0258917606879871,0.108460813741154,0.0767583866047652,0.0413117491783548,-0.0440543809276724,-0.0968658567107432,0.0108543147334744,0.158759224724513,-0.0092616092490009,-0.242837084256845,-0.205144609479075,-0.0842066285936698,0.0401109504901073,0.0602050463308949,-0.0605699003903867,-0.0980907915117272,-0.0321650614717133,0.0527165828987681,0.0723910570685823,0.0931207478452022,0.179200708171949,0.164660541408454,0.0661857501898403,-0.0685974414224322,-0.102175368277383,-0.0759039585705678,-0.270883811962575,-0.224067618148438,0.24529950368863,0.384981761799151,0.255269091447003,-0.0126853418773618,-0.077399257158931,0,-0.0785950403785756,0.0024097015171926,0.0982027817749161,-0.0396819406962879,0.170304473916068,0.141269327699949,0.100002848110279,-0.10220769263849,-0.123124223725817,-0.025365682240823,-0.00288454071182089,-0.115176561651017,-0.29789482431976,-0.307435329459252,-0.245176094377438,-0.239394948819869,-0.508981172234003,-0.162306868290299,-0.0684653196881458,-0.0582222509739582,0.45,-0.111111111111111,-0.125,-0.714285714285714,-0.0912870929175277,1,1,1,1,12.5317490076056,1,62,0,70
